source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
NA_63,court quash decision; it may give judgment; state permit ,NA_56,republic argue ; aid may be reclassify aid; alteration have affect substance; that would lead nature;  review aid; which would take characteristic,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_71,chamber set paragraph;  rectify order;  dismiss action;  bring republic;  bring court;  bring case;  order republic;  to bear t;  to pay those,B26,republic maintain ; aid have be grant ;  rely failure;  to satisfy dition,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
NA_41,commission allege infringement;  cerne procedure,NA_43,it submit ;  define scope;  raise it; court reclassify ground,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
B38,court having hold paragraph; court having hold appeal;  examine ground;  examine paragraph; commission have misconstrue cept; commission have misconstrue producer;  reclassify scheme;  reclassify aid; company ply dition;  lay number; commission order recovery; who benefit deferral;  grant company; aid mitte error,B18,it must be observe ;  refer paragraph; alteration have effect;  transform scheme;  transform aid;  authorise decision,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
B14,it follow article;  read light; council make ; company ply dition; producer be require ;  to repay aid;  grant instalment; period will be limit plan;  begin january; period number go year,A3,it must be observe ;  raise republic;  raise court; company cern infringement; which define cept,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
A12,ground must be reject ,B29, rely republic;  rely support;  set paragraph,no-relation,conc,prem,A2017_European Commission v Italian Republic_DT.xml,conc-prem
NA_42, prohibit court;  raise plea;  raise motion;  relate legality; commission claim ; court rule ; court infringe principle; rt must rule issue;  submit it;  raise plea;  raise motion;  relate legality,B39,ground should be uphold ; paragraph should be set ;  to examine part,no-relation,na,conc,A2017_European Commission v Italian Republic_DT.xml,na-conc
NA_6, implement number,B38,court having hold paragraph; court having hold appeal;  examine ground;  examine paragraph; commission have misconstrue cept; commission have misconstrue producer;  reclassify scheme;  reclassify aid; company ply dition;  lay number; commission order recovery; who benefit deferral;  grant company; aid mitte error,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
B7,court clude paragraph; number misconstrue cept;  reclassify scheme;  reclassify aid; company ply dition;  lay number; number order recovery;  grant scheme,NA_25,latter insert article; latter insert number; which provide ;  to address crisis;  affect sector;  refer plan;  lay number; limit have be extend deferral; limit have be extend june,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
A2,plea may must be raise rt; plea may must be raise motion; plea may must be raise question; which fall scope;  go legality; which fall scope;  relate application; plea can be examine courts; it be raise judgment,NA_10,republic intend ;  to grant l,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_56,republic argue ; aid may be reclassify aid; alteration have affect substance; that would lead nature;  review aid; which would take characteristic,NA_14,council require authority;  to declare amount;  respond levy;  owe producer;  to deduct debt;  to deduct expenditure;  finance article,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_61,,NA_62,decision must be set ,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_10,republic intend ;  to grant l,NA_13,,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_9,increase shall be sidere ; court summarise background; court summarise paragraph;  to enable producer;  to pay levy;  exceed quota;  allocate republic;  allocate period; republic seek authorisation;  to establish scheme,NA_26,authority inform commission; equivalent have be offset aid;  provide state;  provide annex,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_57,republic add ; commission have option;  use procedure;  review aid,NA_68, to pay t; they have be apply pleading,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
B19,finding follow examination,NA_54, make aid; alteration affect substance; latter be transform judgment,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_36, seek party; commission claim ; court should set judgment;  dismiss action;  bring instance; court order republic;  to pay t,B36,court misconstrue cept; court misconstrue meaning; company mitte error,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
A9,commission submit ; republic argue application; republic argue instance; commission have infringe article;  classify staggering;  classify decision;  classify aid;  require state;  to recover aid,A6,it claim regard; there be evidence; who benefit measure; beneficiary be require ;  to repay number;  respond measure;  receive part,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
NA_15,it require producer;  to repay debt;  to repay instalment;  to do number;  exceed year;  start january,B11, authorise decision; scheme siste ;  grant loan;  to be repay instalment;  to be repay number,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
NA_1, rectify order;  grant republic;  grant producer;  link reimbursement;  adopt council;  ensure patibility;  bring september;  represent bucci;  act agent;  represent palmieri;  act agent;  assist fiorentino;  pose danwitz;  have regard;  hear opinion;  hear sitting;  hear january;  give judgment; commission seek ;  to have set judgment; court annul decision;  grant deferral;  grant italy,B15,it follow decision;  lay article,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
NA_33,it seek annulment; commission require republic;  to recover aid;  grant accordance;  authorise decision; who benefit deferral,NA_9,increase shall be sidere ; court summarise background; court summarise paragraph;  to enable producer;  to pay levy;  exceed quota;  allocate republic;  allocate period; republic seek authorisation;  to establish scheme,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_9,increase shall be sidere ; court summarise background; court summarise paragraph;  to enable producer;  to pay levy;  exceed quota;  allocate republic;  allocate period; republic seek authorisation;  to establish scheme,NA_2, dismiss action,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_35,court uphold plea; court annul article;  refer article;  grant scheme; it dismiss action,B16, verte law;  verte amendment;  extend limit;  lay provision;  to support undertaking;  to support number;  to support february; which enter force; which enter february; republic defer payment; republic defer june,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
B6,company sidere ; commission have demonstrate decision; deferral affect substance; deferral affect question; it sidere ,B20,aid be define aid;  include alteration,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
B32,it affect dition,NA_61,,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
NA_63,court quash decision; it may give judgment; state permit ,NA_58, make company; alteration stitute aid; company adopt decision;  prohibit implementation;  introduce aid; measure have be implement ; company order recovery;  restore dition; aid have be authorise ,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_32,it order republic;  to ensure recovery;  to ensure articles; who have benefit deferral;  lodge registry;  lodge september; procedure bring action; republic bring action,NA_72,,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
B22,it must be point ;  accord article; aid be understand ; which have be authorise commission,B20,aid be define aid;  include alteration,no-relation,prem,prem,A2017_European Commission v Italian Republic_DT.xml,prem-prem
A5,republic claim ;  result deferral;  lay tfeu;  lay event; withdrawal should lead withdrawal;  grant system,NA_6, implement number,no-relation,prem,na,A2017_European Commission v Italian Republic_DT.xml,prem-na
B39,ground should be uphold ; paragraph should be set ;  to examine part,B25,measure be take breach;  govern repayment;  authorise council;  authorise subparagraph; council decide ; which would ensure patibility,no-relation,conc,prem,A2017_European Commission v Italian Republic_DT.xml,conc-prem
NA_13,,NA_39,ground allege infringement;  prohibit court;  raise plea;  raise motion;  relate legality,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_58, make company; alteration stitute aid; company adopt decision;  prohibit implementation;  introduce aid; measure have be implement ; company order recovery;  restore dition; aid have be authorise ,NA_27,summary be publish journal; summary be publish c,no-relation,na,na,A2017_European Commission v Italian Republic_DT.xml,na-na
NA_53,company tend ; company require commission; company require purpose;  reclassify aid;  reclassify aid;  to provide evidence; infringement stitute alteration; which must be assess ;  have regard,B22,it must be point ;  accord article; aid be understand ; which have be authorise commission,no-relation,na,prem,A2017_European Commission v Italian Republic_DT.xml,na-prem
